Project Name,Approved Budget,Start Date,End Date,TOR,Date Of Delivery,Other Relevant Information,Required Quantity,Procuring Entity
25 UNIT IV STAND,"PHP46,250",2020-03-31,2020-03-31,../Data/Files/Pr/159402361015990757645f02deba975d3_B6-20-54 (EMERGENCY).Pdf,2020-04-01,../Data/Files/Pr/15940236104966578105f02debae1fe1_B6-20-54 (EMERGENCY).Pdf,25,Department Of Health Central Visayas Center For Health Development
Meals To Be Served To Healthcare Workers Assigned At COVID-19 Designated Areas With Overflowing Mineral Water For 90 Days,"PHP3,847,500",2020-06-17,2020-09-14,../Data/Files/Pr/159408062618987715645f03bd725dd4f_PR# 2020-06-1049.PDF,2020-06-17,../Data/Files/Pr/15940806265188253425f03bd729ba3e_Budgetary Design For Meals.PDF,"25,650.00",GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL
Accommodation For Healthcare Workers Assigned At COVID-L9 Designated Areas For 180 Days,"PHP1,944,000",2020-06-23,2020-12-19,../Data/Files/Pr/15940816409567977575f03c168e5aaf_PR# 2020-06-1107.PDF,2020-06-23,../Data/Files/Pr/159408164119703009995f03c16920add_Budgetary Design For Accommodation.PDF,"4,320.00",GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL
ONE JOB ORDER FOR LABOR AND MATERIALS FOR REPAIR OF CEBU TB REFERENCE LABORATORY FOR COVID-19 PCR TESTING,"PHP250,000",2020-04-22,2020-04-22,../Data/Files/Pr/159410055818606627875f040b4e21dbd_B6-20-73.Pdf,2020-04-28,../Data/Files/Pr/159410055817451085445f040b4e588cd_B6-20-73.Pdf,1,Department Of Health Central Visayas Center For Health Development
4 BOX UNIVERSAL TRANSPORT MEDIA (UTM),"PHP222,592.5",2020-03-26,2020-03-27,../Data/Files/Pr/159410055819199555795f040b4e7f2a4_B1-20-51 (FINAL).Pdf,2020-04-02,../Data/Files/Pr/159410055819830798445f040b4eaa2d2_B1-20-51 (FINAL).Pdf,3,Department Of Health Central Visayas Center For Health Development
ONE JOB ORDER FOR LABOR AND MATERIALS FOR REPAIR OF CEBU TB REFERENCE LABORATORY FOR COVID-19 PCR TESTING (MAINDOOR),"PHP95,000",2020-05-12,2020-05-12,../Data/Files/Pr/159410055821049900245f040b4ed8bcb_B6-20-79.Pdf,2020-05-18,../Data/Files/Pr/159410055919444065755f040b4f09f9d_B6-20-79.Pdf,1,Department Of Health Central Visayas Center For Health Development
4 UNITS WHEELCHAIR,"PHP21,200",2020-04-01,2020-04-01,../Data/Files/Pr/159410268716919872005f04139f6b09d_B6-20-56 (EMERGENCY).Pdf,2020-04-07,../Data/Files/Pr/15941026873010805715f04139faf9c2_B6-20-56 (EMERGENCY).Pdf,4,Department Of Health Central Visayas Center For Health Development
"10,800 BOTTLE AVAILABLE ASCORBIC ACID (VITAMIN C) 100MG/5ML,60ML SYRUP","PHP499,989",2020-03-25,2020-03-25,../Data/Files/Pr/15941026872678011675f04139fdd95b_B6-20-45.Pdf,2020-04-03,../Data/Files/Pr/15941026887876107855f0413a01bccb_B6-20-45.Pdf,"10,800.00",Department Of Health Central Visayas Center For Health Development
"5,048 BOTTLE AVAILABLE ASCORBIC ACID (VITAMIN C) 100MG/5ML,60ML SYRUP","PHP186,776",2020-04-07,2020-04-07,../Data/Files/Pr/15941026889552378025f0413a03d8a5_B6-20-45.Pdf,2020-04-21,../Data/Files/Pr/159410268811378652825f0413a06eee2_B6-20-45.Pdf,"5,048.00",Department Of Health Central Visayas Center For Health Development
"Salbutamol 100mcg/Dose, 200 Doses Metered Inhaler","PHP53,500",2020-05-12,2020-06-12,../Data/Files/Pr/159410358418179846525f04172033af7_PO# 2020-05-0743.PDF,2020-05-22,../Data/Files/Pr/15941035842593954965f041720807ef_IAR# 05-0985-2020.PDF,100,GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL
300 PC. COVERALL GENERAL PURPOSE PROTECTIVE SUIT,"PHP120,000",2020-04-14,2020-04-15,../Data/Files/Pr/159410486119640930345f041c1dba08a_B9-20-13.Pdf,2020-04-23,../Data/Files/Pr/159410486111077566375f041c1de9db9_B9-20-13.Pdf,193,Department Of Health Central Visayas Center For Health Development
70 UNIT BP APPARATUS DIGITAL,"PHP245,000",2020-04-15,2020-04-15,../Data/Files/Pr/159410486210752096665f041c1e23727_B6-20-69.Pdf,2020-04-23,../Data/Files/Pr/159410486216240320745f041c1e5ccdc_B6-20-69.Pdf,70,Department Of Health Central Visayas Center For Health Development
100 UNIT STETHOSCOPE (PLAIN),"PHP60,000",2020-04-15,2020-04-15,../Data/Files/Pr/159410486217787299805f041c1e9d16f_B6-20-61 (1).Pdf,2020-04-23,../Data/Files/Pr/1594104862760299635f041c1ed1dc4_B6-20-61 (1).Pdf,100,Department Of Health Central Visayas Center For Health Development
350 BOX SURGICAL MASK AND 92 PCS. DISPOSABLE LAB GOWN,"PHP165,000",2020-04-14,2020-04-15,../Data/Files/Pr/159410486319246054765f041c1f0a767_B9-20-11.Pdf,2020-04-23,../Data/Files/Pr/15941048632622232495f041c1f4b775_B9-20-11.Pdf,444,Department Of Health Central Visayas Center For Health Development
30 BOXES SURGICAL GLOVES 6.5 SIZE AND 30 BOXES SURGICAL GLOVES SIZE 7,"PHP57,000",2020-03-31,2020-03-31,../Data/Files/Pr/15941048631629859815f041c1f755bc_B6-20-58 (EMERGENCY).Pdf,2020-04-13,../Data/Files/Pr/159410486318743439995f041c1f9a8a5_B6-20-58 (EMERGENCY).Pdf,60,Department Of Health Central Visayas Center For Health Development
Bayanihan Grant To Cities And Municipalities,"PHP16,254,292",2020-07-07,2020-07-10,../Data/Files/Pr/159410557421177962465f041ee630d22_Image (14).Jpg,2020-07-20,../Data/Files/Pr/159410557410650966745f041ee6646aa_Image (15).Jpg,1,Municipality Of Kalibo
PROCUREMENT OF 29 UNIT BP APPARATUS NON-MERCURIAL W/ ADULT AND PEDIA CUFF STAND TYPE,"PHP580,000",2020-05-28,2020-05-28,../Data/Files/Pr/159418950810275118215f0566c4d4882_B4-20-33 (EMERGENCY CASE).Pdf,2020-06-23,../Data/Files/Pr/159418950912197610705f0566c52a901_B4-20-33 (EMERGENCY CASE).Pdf,29,Department Of Health Central Visayas Center For Health Development
"PROCUREMENT OF 10 UNIT WEIGHING SCALE WITH HEIGHT MEASURING STICK, ADULT","PHP160,000",2020-05-27,2020-05-27,../Data/Files/Pr/159418950914310642105f0566c573c90_B4-20-101 (EMERGENCY CASE).Pdf,2020-06-23,../Data/Files/Pr/159418950919812704985f0566c5ae725_B4-20-101 (EMERGENCY CASE).Pdf,10,Department Of Health Central Visayas Center For Health Development
Procurement Of Locally Produced Vegetables,"PHP834,245",2020-04-14,2020-04-18,../Data/Files/Pr/15942031697965858835f059c2174ee6_TS.JPG,2020-04-18,../Data/Files/Pr/159420316919096830945f059c21b3ac1_TS.JPG,"49,091.00",CITY GOVERNMENT OF CABUYAO
Supply And Delivery Of Canned Corned Tuna,"PHP784,400",2020-05-22,2020-05-28,../Data/Files/Pr/15942047396444131625f05a2433cf4e_TS.JPG,2020-05-28,../Data/Files/Pr/15942047397767118735f05a2436091d_TS.JPG,500,CITY GOVERNMENT OF CABUYAO
Supply And Delivery Of Canned Pork And Beans,"PHP1,016,028",2020-05-07,2020-05-13,../Data/Files/Pr/159420473913288574365f05a2437c2d4_TS.JPG,2020-05-13,../Data/Files/Pr/15942047398764402345f05a243a1436_TS.JPG,"1,200.00",CITY GOVERNMENT OF CABUYAO
Supply And Delivery Of Canned Sardines,"PHP994,500",2020-05-18,2020-05-24,../Data/Files/Pr/15942047397139858515f05a243c376a_TS.JPG,2020-05-24,../Data/Files/Pr/159420473920996130065f05a243e4722_TS.JPG,500,CITY GOVERNMENT OF CABUYAO
Supply And Delivery Of Canned Sardines And Canned Corned Beef,"PHP5,961,500",2020-05-13,2020-05-19,../Data/Files/Pr/159420474014713235325f05a244309b6_TS.JPG,2020-05-19,../Data/Files/Pr/15942047401008292755f05a2444b135_TS.JPG,"3,200.00",CITY GOVERNMENT OF CABUYAO
PROVISION AND DELIVERY OF AGRICULTURAL INPUTS HOE,"PHP236,363.05",2020-05-15,2020-06-30,../Data/Files/Pr/159421465115547595045f05c8fb4fe37_Project Proposal 8.Jpg,2020-06-30,../Data/Files/Pr/15942146525059732575f05c8fcd1f92_PR NO. 047-2020.Jpg,841,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF AGRICULTURAL INPUTS MONGGO SEEDS,"PHP421,500",2020-05-15,2020-06-30,../Data/Files/Pr/15942146539928985525f05c8fd2b887_Project Proposal 8.Jpg,2020-06-30,../Data/Files/Pr/159421465311684164035f05c8fd5e0af_PR NO. 047-2020.Jpg,150,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF AGRICULTURAL INPUTS PEANUT SEEDS,"PHP454,500",2020-05-15,2020-06-30,../Data/Files/Pr/159421465316510368215f05c8fda9d1a_Project Proposal 8.Jpg,2020-06-30,../Data/Files/Pr/15942146533878799755f05c8fddd97b_PR NO. 047-2020.Jpg,101,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF AGRICULTURAL INPUTS STRING BEANS HYBRID SEEDS,"PHP37,794.54",2020-05-15,2020-06-30,../Data/Files/Pr/15942146544154315635f05c8fe5329e_Project Proposal 8.Jpg,2020-06-30,../Data/Files/Pr/15942146554187449295f05c8ff5a6cd_PR NO. 047-2020.Jpg,841,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF AGRICULTURAL INPUTS UPO HYBRID SEEDS,"PHP53,992.2",2020-05-15,2020-06-30,../Data/Files/Pr/15942146558431559605f05c8ff88b5c_Project Proposal 8.Jpg,2020-06-30,../Data/Files/Pr/15942146551026307945f05c8ffb8776_PR NO. 047-2020.Jpg,841,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF AGRICULTURAL INPUTS SILI HYBRID SEEDS,"PHP53,992.2",2020-05-15,2020-06-30,../Data/Files/Pr/159421465614159891985f05c90004397_Project Proposal 8.Jpg,2020-06-30,../Data/Files/Pr/159421465621155575095f05c9003a024_PR NO. 047-2020.Jpg,841,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF AGRICULTURAL INPUTS EGGPLANT HYBRID SEEDS,"PHP51,292.59",2020-05-15,2020-06-30,../Data/Files/Pr/159421465619491502605f05c90071dc5_Project Proposal 8.Jpg,2020-06-30,../Data/Files/Pr/15942146562294396725f05c900a32f5_PR NO. 047-2020.Jpg,841,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF AGRICULTURAL INPUTS TOMATO HYBRID SEEDS,"PHP53,992.2",2020-05-15,2020-06-30,../Data/Files/Pr/159421465613444875305f05c900dfe42_Project Proposal 8.Jpg,2020-06-30,../Data/Files/Pr/15942146571288853135f05c901196f1_PR NO. 047-2020.Jpg,841,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF AGRICULTURAL INPUTS UREA,"PHP248,454",2020-05-15,2020-06-30,../Data/Files/Pr/159421465718639002905f05c90177722_Project Proposal 8.Jpg,2020-06-30,../Data/Files/Pr/15942146573738083895f05c901b86c7_PR NO. 047-2020.Jpg,172,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF AGRICULTURAL INPUTS COMPLETE FERTILIZER TRIPLE 14,"PHP209,810.76",2020-05-15,2020-06-30,../Data/Files/Pr/159421465716132630455f05c901e9fdf_Project Proposal 8.Jpg,2020-06-30,../Data/Files/Pr/159421465814777610625f05c9023195e_PR NO. 047-2020.Jpg,172,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF LIVELIHOOD SUPPORT FOR WOMEN IN CRISIS SITUATION CHICKS DAY OLD VACCINATED CLASS A,"PHP57,240",2020-06-25,2020-07-30,../Data/Files/Pr/15942185007552090015f05d804539ed_PR Component 3.Pdf,2020-07-30,../Data/Files/Pr/15942185005627198565f05d8049204a_PR Component 3.Pdf,"1,272.00",DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF LIVELIHOOD SUPPORT FOR WOMEN IN CRISIS SITUATION CHICK BOOSTER CRUMBLE 50 KG/SACK,"PHP10,800",2020-06-25,2020-07-30,../Data/Files/Pr/15942185009205454275f05d804c57c6_PR Component 3.Pdf,2020-07-30,../Data/Files/Pr/15942185009442802775f05d804eb704_PR Component 3.Pdf,6,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF LIVELIHOOD SUPPORT FOR WOMEN IN CRISIS SITUATION BROILER STARTER 50 KG/SACK,"PHP49,950",2020-06-25,2020-07-30,../Data/Files/Pr/15942185017099140725f05d8052d4aa_PR Component 3.Pdf,2020-07-30,../Data/Files/Pr/15942185017184233335f05d80559da2_PR Component 3.Pdf,27,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF LIVELIHOOD SUPPORT FOR WOMEN IN CRISIS SITUATION BROILER FINISHER 50 KG/SACK,"PHP58,500",2020-06-25,2020-07-30,../Data/Files/Pr/15942185019310240765f05d805828dd_PR Component 3.Pdf,2020-07-30,../Data/Files/Pr/15942185018817344355f05d805be4e2_PR Component 3.Pdf,39,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF LIVELIHOOD SUPPORT FOR WOMEN IN CRISIS SITUATION FEEDER AUTOMATIC 5 KG,"PHP4,320",2020-06-25,2020-07-30,../Data/Files/Pr/1594218501276376655f05d805ee169_PR Component 3.Pdf,2020-07-30,../Data/Files/Pr/159421850213281598395f05d806219c5_PR Component 3.Pdf,24,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF LIVELIHOOD SUPPORT FOR WOMEN IN CRISIS SITUATION WATERER 1 GALLON HANGING,"PHP2,640",2020-06-25,2020-07-30,../Data/Files/Pr/15942185022502307815f05d8065dedd_PR Component 3.Pdf,2020-07-30,../Data/Files/Pr/15942185026906001685f05d806ed1e8_PR Component 3.Pdf,4,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF LIVELIHOOD SUPPORT FOR WOMEN IN CRISIS SITUATION VITAMINS,"PHP11,025",2020-06-25,2020-07-30,../Data/Files/Pr/15942185036084049405f05d80725982_PR Component 3.Pdf,2020-07-30,../Data/Files/Pr/159421850320147027095f05d8074ccd7_PR Component 3.Pdf,18,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF LIVELIHOOD SUPPORT FOR WOMEN IN CRISIS SITUATION VITAMINS WITH ANTIBAC,"PHP11,025",2020-06-25,2020-07-30,../Data/Files/Pr/159421850310557654025f05d807db0a0_PR Component 3.Pdf,2020-07-30,../Data/Files/Pr/15942185047678497605f05d8080e71f_PR Component 3.Pdf,18,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF LIVELIHOOD SUPPORT FOR WOMEN IN CRISIS SITUATION WIRE NUMBER 16,"PHP1,500",2020-06-25,2020-07-30,../Data/Files/Pr/159421850414261243015f05d8083c37e_PR Component 3.Pdf,2020-07-30,../Data/Files/Pr/15942185045079527005f05d808692ea_PR Component 3.Pdf,75,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF LIVELIHOOD SUPPORT FOR WOMEN IN CRISIS SITUATION BULB AND RECEPTACLE 25 WATTS,"PHP2,400",2020-06-25,2020-07-30,../Data/Files/Pr/15942185046537100555f05d808a0df4_PR Component 3.Pdf,2020-07-30,../Data/Files/Pr/159421850415798026425f05d808c5dab_PR Component 3.Pdf,30,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF LIVELIHOOD SUPPORT FOR WOMEN IN CRISIS SITUATION BAMBOO,"PHP15,600",2020-06-25,2020-07-30,../Data/Files/Pr/159421850517865085205f05d809282d2_PR Component 3.Pdf,2020-07-30,../Data/Files/Pr/159421850517204256525f05d8094d107_PR Component 3.Pdf,156,DEPARTMENT OF AGRARIAN REFORM - MASBATE
SUPPLY AND DELIVERY OF DISINFECTION/DECONTAMINATION MACHINE AND SOLUTION,"PHP454,500",2020-06-01,2020-06-01,../Data/Files/Pr/15942778483148578045f06bfd83abfe_Image.Jpg,2020-06-03,../Data/Files/Pr/159427784810821928225f06bfd86a23b_Image (12).Jpg,8,"LGU Sta. Barbara, Pangasinan"
PROCUREMENT OF POLYCARBONATE FACESHEILD AND WASHABLE FACEMASK,"PHP181,500",2020-05-04,2020-05-04,../Data/Files/Pr/159427945210299700585f06c61c8400e_Image (14).Jpg,2020-05-07,../Data/Files/Pr/1594279452696215975f06c61ca85aa_Image (13).Jpg,600,"LGU Sta. Barbara, Pangasinan"
PROCUREMENT OF VARIOUS MATERIALS FOR COVID19,"PHP123,000",2020-05-04,2020-05-04,../Data/Files/Pr/159428020410653036445f06c90c75327_Image (9).Jpg,2020-05-05,../Data/Files/Pr/159428020411129376385f06c90cab0f9_Image (15).Jpg,23,"LGU Sta. Barbara, Pangasinan"
"PROCUREMENT OF PPE AND SUPPLIES FOR COVID-19 FRONTLINERS, RHU AND BHERTS","PHP600,000",2020-05-06,2020-05-06,../Data/Files/Pr/159428135411237500025f06cd8a8871a_Image (16).Jpg,2020-05-07,../Data/Files/Pr/159428135412171525815f06cd8ab80d3_Image (17).Jpg,"1,062.00","LGU Sta. Barbara, Pangasinan"
PROCUREMENT OF 22 UNITS CANOPY TENT FOR PREVENTIVE & RESPONSE DUE TO COVID19 PANDEMIC CRISES,"PHP1,000,000",2020-04-21,2020-04-21,../Data/Files/Pr/159428182117086571395f06cf5d22c00_Image (7).Jpg,2020-04-23,../Data/Files/Pr/159428182119335725315f06cf5d606e2_Image (18).Jpg,22,"LGU Sta. Barbara, Pangasinan"
PROCUREMENT OF 200 BOXES FACEMASK FOR PREVENTIVE AND RESPONSE DUE TO COVID19 PANDEMIC CRISIS,"PHP202,000",2020-04-20,2020-04-20,../Data/Files/Pr/15942854983067492255f06ddbadca28_Image (3).Jpg,2020-04-22,../Data/Files/Pr/159428549916522310905f06ddbb2f2de_Image (19).Jpg,200,"LGU Sta. Barbara, Pangasinan"
PROCUREMENT OF POLYCARBONATE FACESHEILD AND WASHABLE FACEMASK,"PHP182,000",2020-05-04,2020-05-04,../Data/Files/Pr/15942860303727553385f06dfced8d9f_Image (2).Jpg,2020-05-07,../Data/Files/Pr/15942860319661512445f06dfcf08009_Image (20).Jpg,600,"LGU Sta. Barbara, Pangasinan"
"PROCUREMENT OF PPE (GOWN WITH COMPLETE ACCESSORY FOR RHU, BHERTS AND COVID19 FRONTLINERS/WORKFORCE USE","PHP600,000",2020-05-08,2020-05-08,../Data/Files/Pr/159428635217877370685f06e1109ab4b_Image (4).Jpg,2020-05-11,../Data/Files/Pr/15942863521186794675f06e110bd1dd_Image (21).Jpg,500,"LGU Sta. Barbara, Pangasinan"
Procurement Of Supplies And Materials In Response To COVID-19 Pandemic,"PHP240,750",2020-05-08,2020-05-11,../Data/Files/Pr/159430269310111720015f0720e5edf4a_PR - 20-00062A.Pdf,2020-05-20,../Data/Files/Pr/159430269415979740855f0720e643329_APP For FY 2020 (Covid-19).Pdf,"1,884.00",BATANGAS STATE UNIVERSITY ARASOF-NASUGBU
"Quadrivalent Influenza Vaccine (Inactivated, Types A & B, Subvirion) 2020","PHP570,000",2020-05-13,2020-05-23,../Data/Files/Pr/15943488703471435565f07d546ec411_PR# 2020-05-0841.PDF,2020-05-20,../Data/Files/Pr/159434887113231024595f07d5472f890_Request Letter.PDF,"1,000.00",GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL
Supply And Delivery Of Supplies And Medicines For Covid 19 Prevention,"PHP1,073,600",2020-05-18,2020-06-09,../Data/Files/Pr/15943598666373552025f08003a927a5_PR 2020 07 08 09.Pdf,2020-05-20,../Data/Files/Pr/159435986610234216385f08003ad09d9_APP CY 2020.Pdf,1,Municipal Government Of Tadian
Delivery Of Supplies For Use At The Various Quarantine/Isolation Facilities,"PHP424,720",2020-05-18,2020-06-09,../Data/Files/Pr/159435986710535899475f08003b1cd3b_PR 2020 04 9A.Pdf,2020-06-09,../Data/Files/Pr/15943598676812689885f08003b4ecd9_APP CY 2020.Pdf,1,Municipal Government Of Tadian
"Delivery Of 3,000 Sacks Rice For Relief Goods","PHP2,972,124",2020-05-04,2020-05-19,../Data/Files/Pr/15943598674778586725f08003b86a32_PR 2020 03 33.Pdf,2020-05-11,../Data/Files/Pr/159435986710497669355f08003ba60eb_APP CY 2020.Pdf,"3,000.00",Municipal Government Of Tadian
"Delivery Of 1,200 Sacks Rice For Relief Goods","PHP1,078,800",2020-05-04,2020-05-19,../Data/Files/Pr/159435986814025281025f08003c01494_PR 2020 03 25.Pdf,2020-05-06,../Data/Files/Pr/15943598681708846845f08003c2c961_APP CY 2020.Pdf,"1,200.00",Municipal Government Of Tadian
"Hauling Of Rice From Tabuk City - Tadian, Mountain Province","PHP64,200",2020-05-04,2020-05-06,../Data/Files/Pr/159435986815517024415f08003c682ec_PR 2020 04 03.Pdf,2020-05-06,../Data/Files/Pr/159435986812217716915f08003c97873_APP CY 2020.Pdf,1,Municipal Government Of Tadian
Supply And Delivery Of Vegetables For Relief Goods,"PHP490,052",2020-05-04,2020-05-06,../Data/Files/Pr/159435986810577061105f08003cd3b10_PR 2020 04 03.Pdf,2020-05-05,../Data/Files/Pr/159435986918723201955f08003d056a9_APP CY 2020.Pdf,1,Municipal Government Of Tadian
Delivery Of Rice And Sardines For Relief Goods,"PHP133,525",2020-05-18,2020-05-25,../Data/Files/Pr/159435986916006173065f08003d3ce96_PR 2020 05 19.Pdf,2020-05-19,../Data/Files/Pr/159435986913195103755f08003d63bd2_APP CY 2020.Pdf,"5,027.00",Municipal Government Of Tadian
Vehicle Hire For The Conveyance Of LSI,"PHP5,000",2020-05-19,2020-05-23,../Data/Files/Pr/159435986919766227685f08003dadc08_PR 2020 05 15.Pdf,2020-05-23,../Data/Files/Pr/159435986913246846595f08003dcf272_APP CY 2020.Pdf,1,Municipal Government Of Tadian
Delivery Of Material For The Construction Of Watertank Stand For Covid 19 Facility,"PHP5,596",2020-05-27,2020-05-30,../Data/Files/Pr/15943598706932121385f08003e3ee48_PR 2020 05 26.Pdf,2020-05-29,../Data/Files/Pr/159435987010586801985f08003e66ca6_APP CY 2020.Pdf,1,Municipal Government Of Tadian
Delivery Of 50 Boxes Of Facemasks For Employees And Personnel At Quarantine Control Points,"PHP38,000",2020-06-05,2020-06-19,../Data/Files/Pr/159435987014892807035f08003ea3919_PR 2020 06 01.Pdf,2020-06-19,../Data/Files/Pr/1594359870134564065f08003ecf01a_APP CY 2020.Pdf,50,Municipal Government Of Tadian
Construction/Establishment Of Quarantine Facility For Covid 19 PUI,"PHP5,879,854.35",2020-06-24,2020-08-23,../Data/Files/Pr/159436123114585553125f08058f4868c_POW.Pdf,2020-06-18,../Data/Files/Pr/15943612318813434435f08058f84d9c_APP CY 2020.Pdf,1,Municipal Government Of Tadian
Procurement Of Rapid Test Supply,"PHP56,000",2020-06-16,2020-06-22,../Data/Files/Pr/159436792017378942235f081fb083358_pr.Pdf,2020-06-19,../Data/Files/Pr/15943679207789860845f081fb0a92d8_proj.Requirements.Pdf,1,LGU-Remedios T. Romualdez
Supply And Delivery Of Canned Tuna,"PHP810,255",2020-05-07,2020-05-13,../Data/Files/Pr/15943699958970480565f0827cb66a3b_TS.JPG,2020-05-13,../Data/Files/Pr/15943699958891657325f0827cb8678e_TS.JPG,500,CITY GOVERNMENT OF CABUYAO
Supply And Delivery Of Canned Tuna,"PHP1,876,200",2020-05-08,2020-05-14,../Data/Files/Pr/15943699955044127445f0827cba22ce_TS.JPG,2020-05-14,../Data/Files/Pr/159436999513537210195f0827cbbf342_TS.JPG,"1,200.00",CITY GOVERNMENT OF CABUYAO
Supply And Delivery Of Canned Tuna,"PHP1,072,932",2020-05-13,2020-05-19,../Data/Files/Pr/15943699954301055285f0827cbe85f8_TS.JPG,2020-05-19,../Data/Files/Pr/159436999618283643835f0827cc107e2_TS.JPG,700,CITY GOVERNMENT OF CABUYAO
Supply And Delivery Of Canned Tuna,"PHP1,166,767.2",2020-05-23,2020-05-29,../Data/Files/Pr/159436999614805283455f0827cc305a7_TS.JPG,2020-05-29,../Data/Files/Pr/159436999613996127385f0827cc4accb_TS.JPG,720,CITY GOVERNMENT OF CABUYAO
Supply And Delivery Of Cereal Oat Mix With Milk,"PHP1,264,050",2020-05-14,2020-05-20,../Data/Files/Pr/159437519620435577795f083c1cf0e49_TS.JPG,2020-05-20,../Data/Files/Pr/15943751975067332315f083c1d2aacb_TS.JPG,750,CITY GOVERNMENT OF CABUYAO
Supply And Delivery Of Dressed Chicken For Senior Citizens,"PHP2,388,604",2020-05-22,2020-05-28,../Data/Files/Pr/159437519721198015395f083c1d54218_TS.JPG,2020-05-28,../Data/Files/Pr/15943751978978040675f083c1d6f2af_TS.JPG,"28,167.50",CITY GOVERNMENT OF CABUYAO
