Project Name,Approved Budget,Start Date,End Date,TOR,Date Of Delivery,Other Relevant Information,Required Quantity,Procuring Entity
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES ( FRYING PAN NON STICK),"3,800.00",2020-05-24,2020-05-01,gppbgovph.com/data/files/pr/15928058148714259955ef049b664605_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/159280581416076930545ef049b691ebb_Notice Of Award.jpg,2,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES (ELECTRIC KETTLE),900.00,2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/159280581513005580555ef049b703a83_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/159280581521449357125ef049b73429d_Notice Of Award.jpg,1,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES ( KITCHEN CAULDRON),"2,600.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/159280581518292010785ef049b75e8d1_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/1592805815858257035ef049b78f7e5_Notice Of Award.jpg,2,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES ( KITCHENWARE SPATULA),420.00,2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/15928058154981717735ef049b7ed741_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/159280581616287468275ef049b82b556_Notice Of Award.jpg,1,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES ( KITCHENWARE LADLE),260.00,2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/15928058164036830975ef049b8617aa_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/159280581617473347005ef049b894f4f_Notice Of Award.jpg,2,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES ( RICE COOKER),"1,400.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/15928058163771110455ef049b8c0086_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/1592805817148044005ef049b903ba3_Notice Of Award.jpg,1,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES (PLASTIC CABINET DISH DRAINER),"4,000.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/15928058171192832725ef049b92cdc2_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/15928058178656832415ef049b96216f_Notice Of Award.jpg,1,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES (PITCHER SYNTHETIC PLASTIC),600.00,2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/159280581715729086365ef049b988959_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/159280581718078454365ef049b9c8bae_Notice Of Award.jpg,2,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES ( PLASTIC CABINET DRAWER),"6,000.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/159280581715401919175ef049b9ee740_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/1592805818506276935ef049ba317fd_Notice Of Award.jpg,2,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES (PLASTIC BUCKET WITH METAL HANDLE),700.00,2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/15928058183905024105ef049ba60ac7_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/15928058183213725145ef049ba8e64f_Notice Of Award.jpg,2,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES (PLASTIC UTILITY STORAGE),"1,000.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/159280581818418383235ef049babbc22_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/159280581914263448865ef049bb1d2c2_Notice Of Award.jpg,4,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES (COTTON BALL),800.00,2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/159280581919214302885ef049bb4b74a_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/15928058196189885615ef049bb80ebb_Notice Of Award.jpg,4,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES ( PLASTIC LAUNDRY BASIN),700.00,2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/159280581916800941535ef049bbaa82b_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/159280581913446762885ef049bbd8e01_Notice Of Award.jpg,2,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES ( LAUNDRY DETERGENT),"2,000.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/159280582015301012955ef049bc0e4cd_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/15928058202392888665ef049bc41401_Notice Of Award.jpg,1,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES (DISPOSABLE PLATES),612.00,2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/159280582013646008465ef049bc6afdd_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/15928058205355814445ef049bc9abbb_Notice Of Award.jpg,12,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES ( DISPOSABLE CUPS),380.00,2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/159280582010339698305ef049bcbb88b_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/159280582010099921435ef049bce687a_Notice Of Award.jpg,10,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES ( DISPOSABLE SPOON AND FORK),200.00,2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/159280582110551723485ef049bd156b4_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/159280582120283205835ef049bd47630_Notice Of Award.jpg,5,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES ( KITCHEN KNIFE SET),"1,000.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/15928058214537599875ef049bd70b30_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/15928058214693539725ef049bda0110_Notice Of Award.jpg,1,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES ( ALUMINUM FRYING FAN),450.00,2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/159280582112317209955ef049bdd86ac_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/15928058226502500105ef049be146f9_Notice Of Award.jpg,1,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES ( ALUMINUM FRYING PAN MEDIUM),250.00,2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/15928058228187366135ef049be3b42e_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/159280582210803809365ef049be68f1c_Notice Of Award.jpg,1,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES (SPIN MOP),"1,000.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/15928058221239308985ef049be8e618_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/15928058224974079725ef049bec0a04_Notice Of Award.jpg,1,MUNICIPALITY OF ALAMINOS LAGUNA
UNIVERSAL TRANSPORT MEDIA (UTM) (B1-20-51),"222,592.00",2020-03-26,2020-03-27,gppbgovph.com/data/files/pr/15928267624717451075ef09b8a8792a_B1-20-51 (FINAL).pdf,2020-04-03,gppbgovph.com/data/files/pr/159282676216165012525ef09b8ac0b35_B1-20-51 (FINAL).pdf,4,DEPARTMENT OF HEALTH CENTRAL VISAYAS CENTER FOR HEALTH DEVELOPMENT
PERSONAL PROTECTIVE EQUIPMENTS (B1-20-57),"1,152,000.00",2020-05-13,2020-05-14,gppbgovph.com/data/files/pr/15928275381456230755ef09e92ca8c9_B1-20-57 (EMERGENCY CASE).pdf,2020-05-26,gppbgovph.com/data/files/pr/159282753913555122805ef09e9309018_NOA.pdf,768,DEPARTMENT OF HEALTH CENTRAL VISAYAS CENTER FOR HEALTH DEVELOPMENT
"20 BOX PIPETTE TIPS 200UL10 BOX PIPETTE TIPS 100UL,25 BOX PIPETTE TIPS 20UL AND 15 BOX PIPETTE TIPS 10UL (B7-20-23) (B7-20-23)","795,200.00",2020-05-13,2020-05-14,gppbgovph.com/data/files/pr/159283007610606202975ef0a87c58e86_B7-20-23 (EMERGENCY CASE).pdf,2020-05-28,gppbgovph.com/data/files/pr/159283007613147074205ef0a87c88b77_NOA.pdf,70,DEPARTMENT OF HEALTH CENTRAL VISAYAS CENTER FOR HEALTH DEVELOPMENT
IMPROVEMENT OF MANPOWER DEVELOPMENT CENTER TO BE USED AS QUARANTINE FACILITY,"504,098.28",2020-06-08,2020-06-19,gppbgovph.com/data/files/pr/159289272721405222705ef19d374906b_Improvement Of Manpower Development Center To Be Used As Quarantine Facility264.pdf,2020-06-08,gppbgovph.com/data/files/pr/159289272713545337705ef19d37a0f5d_Improvement Of Manpower Development Center To Be Used As Quarantine Facility264.pdf,1,"LGU SAN JUAN, SIQUIJOR"
PROCUREMENT OF GOODS: VARIOUS MEDICAL EQUIPMENT UNDER BAYANIHAN TO HEAL AS ONE ACT OR RA 11469 (EP 2020-01),"14,275,000.00",2020-05-21,2020-06-17,gppbgovph.com/data/files/pr/159290332618062861975ef1c69e56056_signed P.R..pdf,2020-06-23,gppbgovph.com/data/files/pr/159290332617428604755ef1c69e91554_signed P.R..pdf,1,NATIONAL CHILDREN'S HOSPITAL
PROCUREMENT OF GOODS: VARIOUS MEDICAL EQUIPMENT UNDER BAYANIHAN TO HEAL AS ONE ACT OR RA 11469 (EP 2020-01),"14,275,000.00",2020-05-21,2020-06-23,gppbgovph.com/data/files/pr/15929033269998057555ef1c69ebe607_signed P.R..pdf,2020-06-23,gppbgovph.com/data/files/pr/15929033266756001935ef1c69ee482d_signed P.R..pdf,3,NATIONAL CHILDREN'S HOSPITAL
PROCUREMENT OF GOODS: VARIOUS MEDICAL EQUIPMENT UNDER BAYANIHAN TO HEAL AS ONE ACT OR RA 11469 (EP 2020-01),"14,275,000.00",2020-05-21,2020-06-23,gppbgovph.com/data/files/pr/159290332716011806475ef1c69f18e49_signed P.R..pdf,2020-06-23,gppbgovph.com/data/files/pr/15929033273986652445ef1c69f69d2d_signed P.R..pdf,3,NATIONAL CHILDREN'S HOSPITAL
PROCUREMENT OF GOODS: VARIOUS MEDICAL EQUIPMENT UNDER BAYANIHAN TO HEAL AS ONE ACT OR RA 11469 (EP 2020-01),"14,275,000.00",2020-05-21,2020-06-23,gppbgovph.com/data/files/pr/159290332716094219035ef1c69fcc39a_Tech Specs.pdf,2020-06-23,gppbgovph.com/data/files/pr/159290332813167233105ef1c6a0b3849_Tech Specs.pdf,1,NATIONAL CHILDREN'S HOSPITAL
PROCUREMENT OF GOODS: VARIOUS MEDICAL EQUIPMENT UNDER BAYANIHAN TO HEAL AS ONE ACT OR RA 11469 (EP 2020-01),"14,275,000.00",2020-05-21,2020-06-23,gppbgovph.com/data/files/pr/159290332819037395325ef1c6a0d38d1_Tech Specs.pdf,2020-06-23,gppbgovph.com/data/files/pr/159290332916840045795ef1c6a10531c_Tech Specs.pdf,2,NATIONAL CHILDREN'S HOSPITAL
PROCUREMENT OF GOODS: VARIOUS MEDICAL EQUIPMENT UNDER BAYANIHAN TO HEAL AS ONE ACT OR RA 11469 (EP 2020-01),"14,275,000.00",2020-05-21,2020-06-23,gppbgovph.com/data/files/pr/15929033298196761615ef1c6a12d760_img399.pdf,2020-06-23,gppbgovph.com/data/files/pr/15929033297366374405ef1c6a160926_img399.pdf,2,NATIONAL CHILDREN'S HOSPITAL
PROCUREMENT OF GOODS: VARIOUS MEDICAL EQUIPMENT UNDER BAYANIHAN TO HEAL AS ONE ACT OR RA 11469 (EP 2020-01),"14,275,000.00",2020-05-21,2020-06-23,gppbgovph.com/data/files/pr/159290332915643691565ef1c6a186a35_img400.pdf,2020-06-23,gppbgovph.com/data/files/pr/159290332910575226555ef1c6a1ac054_img400.pdf,4,NATIONAL CHILDREN'S HOSPITAL
PROCUREMENT OF GOODS: VARIOUS MEDICAL EQUIPMENT UNDER BAYANIHAN TO HEAL AS ONE ACT OR RA 11469 (EP 2020-01),"14,275,000.00",2020-05-21,2020-06-23,gppbgovph.com/data/files/pr/1592903329559015245ef1c6a1d41ac_img400.pdf,2020-06-23,gppbgovph.com/data/files/pr/15929033301864483285ef1c6a22539f_img400.pdf,4,NATIONAL CHILDREN'S HOSPITAL
PROCUREMENT OF VARIOUS ITEMS,"25,175.00",2020-04-06,2020-04-06,gppbgovph.com/data/files/pr/15929612373129683345ef2a8d50db52_CCE06242020 Tech.pdf,2020-04-07,gppbgovph.com/data/files/pr/15929612373094827295ef2a8d545051_CCE06242020 Relevant.pdf,30,LGU POLANCO
SUPPLY AND DELIVERY OF THERMAL SCANNER (SSU PARANAS CAMPUS),"850,900.00",2020-06-22,2020-06-25,gppbgovph.com/data/files/pr/159296418017480890775ef2b454e7200_2006012.pdf,2020-06-22,gppbgovph.com/data/files/pr/159296418110241382845ef2b45540715_EPR Thermal Scanner For SSU-PC.pdF,1,SAMAR STATE UNIVERSITY
SUPPLY AND DELIVERY OF THERMAL SCANNER (SSU MERCEDES CAMPUS),"850,900.00",2020-06-22,2020-06-25,gppbgovph.com/data/files/pr/15929642982352381035ef2b4cac6839_2006012.pdf,2020-06-22,gppbgovph.com/data/files/pr/1592964299377812895ef2b4cb14004_EPR Thermal Scanner For SSU-MC.pdf,1,SAMAR STATE UNIVERSITY
ENGAGEMENT OF SERVICE PROVIDER FOR THE CONDUCT OF AN ONSITE RANDOM COVID-19 RAPID ANTIBODY SCREENING TEST OF MWSS RO TALENTS,"90,000.00",2020-06-29,2020-08-28,gppbgovph.com/data/files/pr/15930628217146229305ef435a5f1da1_TOR_RandomOnsiteAntibodyScreeningTest.pdf,2020-06-29,gppbgovph.com/data/files/pr/159306282213490626585ef435a65d7b8_TOR_RandomOnsiteAntibodyScreeningTest.pdf,1,METROPOLITAN WATERWORKS AND SEWERAGE SYSTEM - REGULATORY OFFICE
PROCUREMENT OF CORNED BEEF,"6,802.00",2020-06-02,2020-06-02,gppbgovph.com/data/files/pr/15930697549351858245ef450bada1af_tech.pdf,2020-06-03,gppbgovph.com/data/files/pr/15930697555668475985ef450bb17815_rele.pdf,179,LGU POLANCO
ASCORBIC ACID 500MG TABLET X 100'S/BOX,"66,000.00",2020-05-05,2020-05-25,gppbgovph.com/data/files/pr/159308094014939180355ef47c6cbd027_PR# 2020-05-0828.pdf,2020-05-21,gppbgovph.com/data/files/pr/159308094016149604225ef47c6ceb23f_BAC Res# 2020-05-0808.pdF,"6,000.00",GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL
AZITHROMYCIN 500MG AS DIHYDRATE TABLET,"454,290.00",2020-05-05,2020-05-25,gppbgovph.com/data/files/pr/15930809416760076345ef47c6dabd7c_PR# 2020-05-0828.pdf,2020-06-16,gppbgovph.com/data/files/pr/159308094118550319825ef47c6de43c4_BAC Res# 2020-05-0808.pdF,"3,000.00",GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL
SOCIAL WELFARE GOODS (RICE),"6,297,000.00",2020-05-26,2020-06-26,gppbgovph.com/data/files/pr/15931313346354664765ef541464a84e_REQUIREMENTS.docx,2020-05-26,gppbgovph.com/data/files/pr/15931313347068605175ef5414665427_REQUIREMENTS.docx,"3,148.00",LGU TOBIAS FORNIER
REFRIGERATOR,"25,605.32",2020-05-13,2020-06-30,gppbgovph.com/data/files/pr/15931465221441913725ef57c9a2474b_PR# 2020-05-0869.pdf,2020-06-26,gppbgovph.com/data/files/pr/159314652218204144435ef57c9a5af62_BAC Res 2020-06-0997.pdF,1,GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL
DRUGS & MEDICINES,"762,140.00",2020-05-29,2020-06-29,gppbgovph.com/data/files/pr/15931497552735787315ef5893b2ee30_PR_Drugs&Medicines004.pdf,2020-05-29,gppbgovph.com/data/files/pr/159314975513364251415ef5893b8d31e_SPECSDrugs&Medicines004.pdf,1,LGU TOBIAS FORNIER
OTHER SUPPLIES & MATERIALS,"270,040.00",2020-05-26,2020-06-26,gppbgovph.com/data/files/pr/159315010318318082055ef58a97c91cb_PR_OtherSupplies003.pdf,2020-05-26,gppbgovph.com/data/files/pr/159315010417465482175ef58a98281a6_SPECSOtherSupplies003.pdf,1,LGU TOBIAS FORNIER
"MEDICAL & LABORATORY SUPPLIES (PPE'S, ETC.)","740,700.00",2020-05-26,2020-06-26,gppbgovph.com/data/files/pr/159315029220069212785ef58b541e194_PR_PPEs006.pdf,2020-05-26,gppbgovph.com/data/files/pr/15931502922846904785ef58b5463087_SPECSPPEs006.pdf,1,LGU TOBIAS FORNIER
"OFFICE EQUIPMENT, FURNITURE & FIXTURE, OTHER PPE'S","171,000.00",2020-05-26,2020-06-26,gppbgovph.com/data/files/pr/159315047311804586345ef58c0951ae7_PR_CapitalOutlay.pdf,2020-05-26,gppbgovph.com/data/files/pr/15931504735970658915ef58c0990d49_SPECSCapitalOutlay.pdf,1,LGU TOBIAS FORNIER
PROCUREMENT OF 1530 CAVANS OF RICE TO BE USED FOOD ASSISTANCE,"3,029,400.00",2020-06-11,2020-06-18,gppbgovph.com/data/files/pr/159315956816909643105ef5af903dbdd_PORICEMARILAG.jpg,2020-06-18,gppbgovph.com/data/files/pr/1593159568647588095ef5af9074552_PRRICE1530.jpg,"1,530.00","MUNICIPALITY OF PAETE, LAGUNA"
PROCUREMENT OF GROCERY ITEMS TO BE USED AS FOOD ASSISTANCE,"333,400.00",2020-04-17,2020-06-24,gppbgovph.com/data/files/pr/1593160283424095785ef5b25bacf69_POglory333.jpg,2020-04-17,"gppbgovph.com/data/files/pr/159316028310676348095ef5b25bd456d_PR333,Glory.jpg",281,"MUNICIPALITY OF PAETE, LAGUNA"
PURCHASE OF ADDITIONAL DRESSED CHICKEN,"120,000.00",2020-05-07,2020-06-21,gppbgovph.com/data/files/pr/159316672011340579385ef5cb807ff30_PR CHICKEN.docx,2020-05-16,gppbgovph.com/data/files/pr/15931667204730830115ef5cb80a2ea5_po Chicken.docx,"1,500.00",LGU BANATE
PURCHASED OF 4192 SACKS OF RICE,"5,240,000.00",2020-05-06,2020-06-21,gppbgovph.com/data/files/pr/15931679286197961895ef5d038d9b89_RICE PR1.docx,2020-05-07,gppbgovph.com/data/files/pr/159316792913385496205ef5d03911d00_2020-075 Rice Emergency.docx,"4,192.00",LGU BANATE
PURCHASE OF 248 SACKS OF RICE,"310,000.00",2020-05-06,2020-06-21,gppbgovph.com/data/files/pr/159316828720188449885ef5d19f1e072_RICE PR1.docx,2020-05-07,gppbgovph.com/data/files/pr/1593168287391969245ef5d19f42b31_2020-076 RICE.docx,248,LGU BANATE
PURCHASE OF DRESSED CHICKEN,"500,000.00",2020-05-05,2020-06-21,gppbgovph.com/data/files/pr/15932449649265475925ef6fd241aaeb_PR CHICKEN.pdf,2020-05-16,gppbgovph.com/data/files/pr/159324496418520788535ef6fd24523a5_2020-083 DRESSED CHICKEN.pdf,"6,250.00",LGU BANATE
PURCHASE OF DRIED FISH (BALINGON),"320,000.00",2020-05-06,2020-06-21,gppbgovph.com/data/files/pr/15932456573398575205ef6ffd9f3985_PR DRIED FISH1.pdf,2020-05-06,gppbgovph.com/data/files/pr/159324565814563776945ef6ffda37be0_2020-077 DRIED FISH.pdf,1,LGU BANATE
PURCHASE OF DRIED FISH (SAP SAP),"126,000.00",2020-05-05,2020-06-21,gppbgovph.com/data/files/pr/159324588416349379415ef700bc78ed9_PR DRIED FISH2.pdf,2020-05-06,gppbgovph.com/data/files/pr/1593245884322837075ef700bc9e28b_2020-077 DRIED FISH.pdf,700,LGU BANATE
PURCHASE OF DRIED FISH (TABAGAK),"180,000.00",2020-05-06,2020-06-22,gppbgovph.com/data/files/pr/159324654419667875835ef7035069139_PR DRIED FISH3.pdf,2020-05-06,gppbgovph.com/data/files/pr/15932465449186086945ef7035091459_REVISED APP.docx,1,LGU BANATE
PURCHASE OF DIESEL AND GASOLINE,"639,450.04",2020-05-01,2020-06-15,gppbgovph.com/data/files/pr/15933121014971652815ef803654976f_PR FUEL.pdf,2020-05-30,gppbgovph.com/data/files/pr/159331210175799925ef803658da2a_2020-081 FUEL EMERGENCY.pdf,"12,747.27",LGU BANATE
PURCHASE OF VARIOUS MEDICAL SUPPLIES,"700,000.00",2020-04-07,2020-05-07,gppbgovph.com/data/files/pr/1593312403429993295ef80493193ed_PR MED SUPPLIES.pdf,2020-04-13,gppbgovph.com/data/files/pr/159331240318452153745ef804933fbfe_2020-066 MEDICAL SUPPLIES EMERGENCY.pdf,1,LGU BANATE
PURCHASE OF VARIOUS MEDICINES,"500,000.00",2020-04-06,2020-05-06,gppbgovph.com/data/files/pr/15933128058613184005ef806258f50e_PR MEDICINES1.pdf,2020-04-17,gppbgovph.com/data/files/pr/159331280521060380815ef80625bac37_2020-065 Emergency Medicines.pdf,1,LGU BANATE
PURCHASE OF VARIOUS MEDICINES,"1,399,862.00",2020-05-19,2020-07-04,gppbgovph.com/data/files/pr/15933131522575254585ef80780c4d7a_TECH SPECH MEDICINES.pdf,2020-06-15,gppbgovph.com/data/files/pr/159331315310125812325ef8078127187_2020-093 Medicines Bayanihan.pdf,1,LGU BANATE
PURCHASE OF VARIOUS OFFICE SUPPLIES,"42,542.00",2020-04-14,2020-05-29,gppbgovph.com/data/files/pr/159331345518908907415ef808afd1d6c_PR OFFICE SUPPLIES.pdf,2020-04-13,gppbgovph.com/data/files/pr/15933134563670166115ef808b011363_office Supplies Emergency.pdf,1,LGU BANATE
PURCHASE OF 2586 SACKS OF RICE,"3,258,360.00",2020-03-26,2020-04-26,gppbgovph.com/data/files/pr/15933137129389575505ef809b0e4881_PR RICE 2586 SACKS.pdf,2020-03-27,gppbgovph.com/data/files/pr/15933137133654882095ef809b16b425_BAC RESO.pdf,"2,586.00",LGU BANATE
ENGAGEMENT OF SERVICE PROVIDER FOR THE CONDUCT OF ONSITE COVID-19 RAPID ANTIBODY SCREENING TEST OF MWSS RO EMPLOYEES,"163,500.00",2020-05-29,2020-05-29,gppbgovph.com/data/files/pr/15933997228305433885ef959aab30a3_TOR_OnsiteAntibodyScreeningTest.pdf,2020-05-29,gppbgovph.com/data/files/pr/159339972311067792285ef959ab17065_TOR_OnsiteAntibodyScreeningTest.pdf,1,METROPOLITAN WATERWORKS AND SEWERAGE SYSTEM - REGULATORY OFFICE
PROCUREMENT OF SURGICAL MASK AND THERMOGUN,"124,748.00",2020-04-17,2020-04-17,gppbgovph.com/data/files/pr/1593409212784570375ef97ebc5bcc8_Order Confirmation_facemask&Thermogun_April17.pdf,2020-04-17,gppbgovph.com/data/files/pr/159340921215380162355ef97ebc86f87_Order Confirmation_facemask&Thermogun_April17.pdf,"5,200.00",METROPOLITAN WATERWORKS AND SEWERAGE SYSTEM - REGULATORY OFFICE
"PROCUREMENT OF ALCOHOL ( ETHLY, 500ML)","13,074.00",2020-04-23,2020-04-23,gppbgovph.com/data/files/pr/15934096636887870455ef9807f714ba_Order Confirmation_Alcohol_April23.pdf,2020-04-23,gppbgovph.com/data/files/pr/159340966310831943865ef9807f9a282_Order Confirmation_Alcohol_April23.pdf,300,METROPOLITAN WATERWORKS AND SEWERAGE SYSTEM - REGULATORY OFFICE
"PROCUREMENT OF ALCOHOL ( ETHLY, 1 GAL.)","25,168.00",2020-05-11,2020-05-11,gppbgovph.com/data/files/pr/15934097948412244055ef981027d038_Order Confirmation_AlcoholGal_May11.pdf,2020-05-11,gppbgovph.com/data/files/pr/159340979414859618515ef981029b14a_Order Confirmation_AlcoholGal_May11.pdf,55,METROPOLITAN WATERWORKS AND SEWERAGE SYSTEM - REGULATORY OFFICE
PROCUREMENT OF DISINFECTANT SPRAY AND FACE SHIELD,"23,649.60",2020-05-14,2020-05-14,gppbgovph.com/data/files/pr/159340993110216060885ef9818b8b558_Order Confirmation_faceshield&Disinfectant Spray_May14.pdf,2020-05-14,gppbgovph.com/data/files/pr/159340993117111974215ef9818ba3273_Order Confirmation_faceshield&Disinfectant Spray_May14.pdf,135,METROPOLITAN WATERWORKS AND SEWERAGE SYSTEM - REGULATORY OFFICE
PROCUREMENT OF FACE SHIELD AND THERMOGUN,"9,308.00",2020-06-10,2020-06-10,gppbgovph.com/data/files/pr/159341012121006830765ef98249b80ac_Order Confirmation_faceshield&Thermogun_June10.pdf,2020-06-10,gppbgovph.com/data/files/pr/159341012111640449055ef98249d1c21_Order Confirmation_faceshield&Thermogun_June10.pdf,50,METROPOLITAN WATERWORKS AND SEWERAGE SYSTEM - REGULATORY OFFICE
SUPPLY AND DELIVERY OF PROTECTIVE COVERALL,"251,000.00",2020-03-13,2020-03-16,gppbgovph.com/data/files/pr/15934903451696696205efabba95cd66_20-03-017 NP-Emergency.doc,2020-03-16,gppbgovph.com/data/files/pr/159349034515095241795efabba98dc76_20-03-017 NP-Emergency.doc,251,TALISAY DISTRICT HOSPITAL
PURCHASE OF NFA RICE,"1,250,000.00",2020-07-01,2020-07-03,gppbgovph.com/data/files/pr/159350105210725666555efae57c636da_1.jpg,2020-07-13,gppbgovph.com/data/files/pr/159350105220731249215efae57c9051e_1.jpg,1,MUNICIPALITY OF KALIBO
PURCHASE OF NFA RICE,"1,250,000.00",2020-07-01,2020-07-03,gppbgovph.com/data/files/pr/159350116516675743145efae5ed95598_2.jpg,2020-07-13,gppbgovph.com/data/files/pr/159350116520747774465efae5edc3ca6_2.jpg,1,MUNICIPALITY OF KALIBO
PURCHASE OF NFA RICE,"1,250,000.00",2020-07-01,2020-07-03,gppbgovph.com/data/files/pr/15935013401985970805efae69c6def8_3.jpg,2020-07-13,gppbgovph.com/data/files/pr/159350134020062488455efae69cb123f_3.jpg,1,MUNICIPALITY OF KALIBO
PURCHASE OF NFA RICE,"1,250,000.00",2020-07-01,2020-07-03,gppbgovph.com/data/files/pr/15935014918429268425efae7333ca87_4.jpg,2020-07-13,gppbgovph.com/data/files/pr/159350149116886532015efae7336d231_4.jpg,1,MUNICIPALITY OF KALIBO
PURCHASE OF NFA RICE,"1,250,000.00",2020-07-01,2020-07-03,gppbgovph.com/data/files/pr/15935017473026107475efae8335813a_5.jpg,2020-07-13,gppbgovph.com/data/files/pr/159350174720611661405efae83390d84_5.jpg,1,MUNICIPALITY OF KALIBO
PURCHASE OF NFA RICE,"1,250,000.00",2020-07-01,2020-07-03,gppbgovph.com/data/files/pr/15935018562267042775efae8a08f928_6.jpg,2020-07-13,gppbgovph.com/data/files/pr/159350186018538238705efae8a491588_6.jpg,1,MUNICIPALITY OF KALIBO
PURCHASE OF NFA RICE,"1,250,000.00",2020-07-01,2020-07-03,gppbgovph.com/data/files/pr/159350207115756366625efae9776c57e_7.jpg,2020-07-13,gppbgovph.com/data/files/pr/159350207114849276355efae977a24cf_7.jpg,1,MUNICIPALITY OF KALIBO
